family,species,unique_id,year_s,year_e,year_range,times_visited_annual_scale,latitude_mean,abs_latitude_mean,longitude_mean,spatial_pos,thermal_pos,slope,se_slope,r.squared,shift_of_min_sm,mean_shift,habitat,Vulnerability,sqrt_n,study_id,temporal_mismatch,bt_bs_dist_of_min_sm,BioShifts_prab,BioShifts_quality,BioShifts_ref,slope_pois,se_slope_pois,cv_pop,ln_ratio_fitted,inverse_se_pois,sqrt_inverse_se_pois,ABUNDANCE_TYPE,commercial_two_level
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 295,1936,2015,80,60,59.8608,59.8608,10.55338,0.215348614,-0.291995628,-0.015161981,0.005149804,0.130020404,0,0,b,14.6,7.745966692,428,-42,1677.84996,OCCUR,LOW,57,-0.0021,0.003085,13.7386383,-0.020773085,324.1491086,18.00414143,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 296,1936,2015,80,70,59.86135,59.86135,10.56587,0.215364594,-0.291995628,-0.017420298,0.005054708,0.148694704,0,0,b,14.6,8.366600265,428,-42,1678.355464,OCCUR,LOW,57,-0.0024,0.003078,13.98349456,-0.024321007,324.8862898,18.02460235,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 297,1936,1959,24,13,59.822,59.822,10.57,0.214221253,-0.289396003,-0.027165472,0.033804715,0.055451288,0,0,b,14.6,3.605551275,428,-42,1675.21273,OCCUR,LOW,57,-0.0037,0.01912,13.60827635,-0.03675617,52.30125523,7.231960677,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 298,1936,1961,26,19,59.822,59.822,10.57,0.214221253,-0.289396003,0.018905221,0.031320132,0.02098253,0,0,b,14.6,4.358898944,428,-42,1675.21273,OCCUR,LOW,57,0.0034,0.018038,17.78756285,0.033850852,55.43851868,7.445704714,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 299,1936,1961,26,19,59.822,59.822,10.57,0.214221253,-0.289396003,0.067838773,0.027948818,0.257367682,0,0,b,14.6,4.358898944,428,-42,1675.21273,OCCUR,LOW,57,0.0114,0.019461,16.53050892,0.114478656,51.38482092,7.168320649,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 3,1927,2015,89,56,58.07802,58.07802,7.782073,0.163548711,-0.251705397,0.007693185,0.005604417,0.033717977,0,0,b,14.6,7.483314774,428,-51,1423.64862,OCCUR,LOW,57,0.0009,0.003298,11.0757622,0.008564017,303.2140691,17.41304308,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 30,1930,1964,35,14,58.15401,58.15401,8.241428,0.165756652,-0.25049049,-0.00369,0.025390305,0.001757001,0,0,b,14.6,3.741657387,428,-48,1447.350824,OCCUR,LOW,57,-0.0009,0.015253,25.13024005,-0.009289537,65.56087327,8.096966918,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 300,1936,1961,26,21,59.822,59.822,10.57,0.214221253,-0.289396003,-0.070110219,0.025002989,0.292702919,0,0,b,14.6,4.582575695,428,-42,1675.21273,OCCUR,LOW,57,-0.01,0.015629,14.49137675,-0.099990408,63.98362019,7.998976197,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 301,1936,1961,26,16,59.822,59.822,10.57,0.214221253,-0.289396003,-0.057656579,0.030285075,0.205648338,0,0,b,14.6,4,428,-42,1675.21273,OCCUR,LOW,57,-0.0112,0.018149,19.812454,-0.111559831,55.09945452,7.422900681,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 302,1936,1961,26,19,59.822,59.822,10.57,0.214221253,-0.289396003,0.035183287,0.029081173,0.079273951,0,0,b,14.6,4.358898944,428,-42,1675.21273,OCCUR,LOW,57,0.0076,0.0178,21.18642259,0.07591465,56.17977528,7.49531689,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 303,1936,1961,26,21,59.822,59.822,10.57,0.214221253,-0.289396003,-0.081123573,0.023183761,0.391884913,0,0,b,14.6,4.582575695,428,-42,1675.21273,OCCUR,LOW,57,-0.0172,0.015599,21.82591374,-0.17247545,64.1066735,8.006664318,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 304,1936,1961,26,17,59.822,59.822,10.57,0.214221253,-0.289396003,-0.056704878,0.028383523,0.210162314,0,0,b,14.6,4.123105626,428,-42,1675.21273,OCCUR,LOW,57,-0.0087,0.017228,15.55888915,-0.086741816,58.04504295,7.618729747,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 305,1936,1961,26,20,59.822,59.822,10.57,0.214221253,-0.289396003,-0.033771307,0.028739165,0.07124831,0,0,b,14.6,4.472135955,428,-42,1675.21273,OCCUR,LOW,57,-0.0073,0.015354,21.73959744,-0.072633679,65.12960792,8.070291687,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 306,1936,1950,15,8,59.822,59.822,10.57,0.214221253,-0.289396003,0.110652848,0.056697264,0.388311388,0,0,b,14.6,2.828427125,428,-42,1675.21273,OCCUR,LOW,57,0.0244,0.035012,21.5360764,0.244141585,28.56163601,5.34430875,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 307,1936,1961,26,19,59.822,59.822,10.57,0.214221253,-0.289396003,-0.048350085,0.028929144,0.141125112,0,0,b,14.6,4.358898944,428,-42,1675.21273,OCCUR,LOW,57,-0.012,0.015768,25.19150031,-0.119666468,63.41958397,7.963641376,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 308,1937,1961,25,20,59.822,59.822,10.57,0.214221253,-0.289396003,-0.085237661,0.025871897,0.376178693,0,0,b,14.6,4.472135955,428,-41,1675.21273,OCCUR,LOW,57,-0.0166,0.01699,20.02448935,-0.166269754,58.85815185,7.671906664,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 309,2002,2012,11,10,59.88955,59.88955,10.5893,0.216183965,-0.29659217,0,0,NA,0,0,b,14.6,3.16227766,428,24,1681.580471,OCCUR,LOW,57,0,0.056183,0,-4.44E-16,17.79897834,4.218883542,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 31,1928,2015,88,77,58.155,58.155,8.243148,0.165785418,-0.25049049,-0.01295208,0.004356537,0.105426748,0,0,b,14.6,8.774964387,428,-50,1447.500182,OCCUR,LOW,57,-0.0017,0.002579,13.06143674,-0.016867812,387.7471888,19.69129729,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 32,1985,2015,31,31,58.15523,58.15523,8.245372,0.1657921,-0.25049049,0,0,NA,0,0,b,14.6,5.567764363,428,7,1447.603733,OCCUR,LOW,57,0,0.011593,0,2.22E-16,86.25894937,9.287569616,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 321,1936,2015,80,70,59.70197,59.70197,10.63213,0.210733698,-0.288073672,-0.012692782,0.005244727,0.079300666,0,0,b,14.6,8.366600265,428,-42,1667.511435,OCCUR,LOW,57,-0.0015,0.003095,11.52295065,-0.014620958,323.1017771,17.97503205,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 322,1936,2015,80,72,59.69943,59.69943,10.62807,0.210659897,-0.288073672,0.018077913,0.004909812,0.162249541,0,0,b,14.6,8.485281374,428,-42,1667.148639,OCCUR,LOW,57,0.0016,0.003117,8.735283856,0.015819131,320.8213025,17.91148521,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 323,1974,2015,42,39,59.6939,59.6939,10.62648,0.210499219,-0.288073672,0,0,NA,0,0,b,14.6,6.244997998,428,-4,1666.62967,OCCUR,LOW,57,0,0.007525,0,2.22E-16,132.8903654,11.52780835,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 324,1936,1972,37,32,59.68471,59.68471,10.62319,0.210232197,-0.288073672,-0.003478518,0.017484969,0.001317544,0,0,b,14.6,5.656854249,428,-42,1665.743112,OCCUR,LOW,57,-0.0006,0.009728,17.71458302,-0.006156361,102.7960526,10.13883882,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 325,1947,1971,25,3,59.653,59.653,10.621,0.209310841,-0.290224077,0,0,NA,0,0,b,14.6,1.732050808,428,-31,1663.028353,OCCUR,LOW,57,0,0.033981,0,0,29.42820988,5.424777404,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 326,1936,2015,80,46,59.63838,59.63838,10.63998,0.208886047,-0.290224077,0.000382926,0.006238354,8.56E-05,0,0,b,14.6,6.782329983,428,-42,1662.528281,OCCUR,LOW,57,0,0.003562,9.9380799,0.000380584,280.7411567,16.75533219,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 327,1936,2015,80,56,59.63682,59.63682,10.6426,0.20884072,-0.290224077,0.015203809,0.005817075,0.112297292,0,0,b,14.6,7.483314774,428,-42,1662.497443,OCCUR,LOW,57,0.0014,0.003581,9.016041896,0.013814853,279.2516057,16.71082301,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 328,1963,1974,12,9,59.676,59.676,10.568,0.209979122,-0.287620824,0,0,NA,0,0,b,14.6,3,428,-15,1662.956543,OCCUR,LOW,57,0,0.053606,0,-4.44E-16,18.65462821,4.319100394,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 329,1936,1958,23,11,59.676,59.676,10.568,0.209979122,-0.287620824,0.009857099,0.04027259,0.006612343,0,0,b,14.6,3.31662479,428,-42,1662.956543,OCCUR,LOW,57,0.0015,0.022126,14.90711985,0.01469036,45.19569737,6.722774529,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 330,1936,2007,72,8,59.676,59.676,10.568,0.209979122,-0.287620824,0.001859089,0.017319527,0.001916656,0,0,b,14.6,2.828427125,428,-42,1662.956543,OCCUR,LOW,57,0.0004,0.009381,22.2911285,0.00410707,106.5984437,10.32465223,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 341,1936,2015,80,68,59.17545,59.17545,10.81703,0.195435297,-0.268131645,-0.001396488,0.005530549,0.000965106,0,0,b,14.6,8.246211251,428,-42,1631.442276,OCCUR,LOW,57,-0.0001,0.00317,5.759122837,-0.000804117,315.4574132,17.76112083,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 342,1936,2014,79,62,59.17479,59.17479,10.81742,0.19541612,-0.268131645,-0.002787268,0.005951434,0.003642321,0,0,b,14.6,7.874007874,428,-42,1631.404271,OCCUR,LOW,57,-0.0003,0.003411,10.45416747,-0.002911242,293.1691586,17.12218323,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 343,1936,2015,80,68,59.17264,59.17264,10.82818,0.19535365,-0.268131645,-0.015833711,0.005178887,0.124057792,0,0,b,14.6,8.246211251,428,-42,1631.653121,OCCUR,LOW,57,-0.0011,0.003138,6.796166579,-0.010727696,318.6743149,17.85145134,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 344,1936,2015,80,64,59.16548,59.16548,10.83275,0.195145611,-0.266009351,0.011159078,0.005299689,0.066737226,0,0,b,14.6,8,428,-42,1631.254757,OCCUR,LOW,57,0.0011,0.003176,9.404551794,0.010525678,314.861461,17.74433602,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 345,1936,2015,80,60,59.16566,59.16566,10.83622,0.195150841,-0.267781204,0.001253298,0.005759224,0.000815827,0,0,b,14.6,7.745966692,428,-42,1631.405678,OCCUR,LOW,57,0.0001,0.003299,8.679260732,0.001088017,303.1221582,17.41040374,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 346,1936,1984,49,36,59.10441,59.10441,10.84018,0.19337118,-0.267781204,0.013902108,0.011667179,0.040085138,0,0,b,14.6,6,428,-42,1626.626754,OCCUR,LOW,57,0.0011,0.006849,7.88979682,0.010981938,146.0067163,12.08332389,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 347,1986,2015,30,28,59.10517,59.10517,10.83717,0.193393263,-0.267781204,0,0,NA,0,0,b,14.6,5.291502622,428,8,1626.56901,OCCUR,LOW,57,0,0.012935,0,-1.11E-16,77.30962505,8.792589212,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 348,1937,2015,79,60,59.10484,59.10484,10.83762,0.193383674,-0.267781204,0.009032384,0.005884662,0.039033892,0,0,b,14.6,7.745966692,428,-41,1626.56023,OCCUR,LOW,57,0.0004,0.00345,4.327355694,0.003913102,289.8550725,17.02513062,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 349,1955,2015,61,53,59.10467,59.10467,10.83589,0.193378735,-0.267781204,0,0,NA,0,0,b,14.6,7.280109889,428,-23,1626.478221,OCCUR,LOW,57,0,0.00468,0,-1.11E-16,213.6752137,14.61763366,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 350,1936,1962,27,16,59.14,59.14,10.851,0.194405272,-0.267781204,-0.017148063,0.038024035,0.014319306,0,0,b,14.6,4,428,-42,1629.91879,OCCUR,LOW,57,-0.0045,0.020169,26.36113086,-0.044846024,49.58104021,7.041380561,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 351,1936,1964,29,20,59.14,59.14,10.851,0.194405272,-0.267781204,-0.048586047,0.023339102,0.194041643,0,0,b,14.6,4.472135955,428,-42,1629.91879,OCCUR,LOW,57,-0.0062,0.014321,12.91916272,-0.062021072,69.82752601,8.356286616,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 352,1936,1964,29,16,59.14,59.14,10.851,0.194405272,-0.267781204,-0.062549657,0.025479157,0.300933349,0,0,b,14.6,4,428,-42,1629.91879,OCCUR,LOW,57,-0.0142,0.015886,23.52941176,-0.141562262,62.94850812,7.934009587,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 361,1936,1964,29,22,59.14,59.14,10.851,0.194405272,-0.267781204,-0.030970532,0.024451011,0.074261232,0,0,b,14.6,4.69041576,428,-42,1629.91879,OCCUR,LOW,57,-0.0072,0.013545,23.44518417,-0.071712157,73.8279808,8.592321037,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 362,1936,1964,29,19,59.14,59.14,10.851,0.194405272,-0.267781204,-0.013902133,0.027213606,0.015119085,0,0,b,14.6,4.358898944,428,-42,1629.91879,OCCUR,LOW,57,-0.0037,0.014813,26.63058564,-0.03686853,67.50826976,8.216341629,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 363,1936,2015,80,35,59.77635,59.77635,10.7113,0.212894861,-0.290268932,-0.006047566,0.005840399,0.031468503,0,0,b,14.6,5.916079783,428,-42,1676.647766,OCCUR,LOW,57,-0.001,0.003324,16.43355495,-0.009923728,300.8423586,17.34480783,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 364,1937,2015,79,33,59.77758,59.77758,10.70972,0.212930599,-0.290268932,-0.012202836,0.005912751,0.120800345,0,0,b,14.6,5.744562647,428,-41,1676.691098,OCCUR,LOW,57,-0.001,0.003539,7.91692356,-0.009636103,282.5656965,16.80969055,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 365,1936,1961,26,14,59.77758,59.77758,10.70972,0.212930599,-0.290268932,0.048801855,0.030395848,0.176828817,0,0,b,14.6,3.741657387,428,-42,1676.691098,OCCUR,LOW,57,0.008,0.019152,16.2069172,0.080493867,52.213868,7.225916413,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 366,1936,2015,80,36,59.75235,59.75235,10.71508,0.212197524,-0.290268932,-0.01623771,0.005244223,0.219952677,0,0,b,14.6,6,428,-42,1674.795253,OCCUR,LOW,57,-0.0028,0.003261,17.05245252,-0.027788589,306.6544005,17.51155049,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 367,1936,2015,80,19,59.7656,59.7656,10.71243,0.212582512,-0.290268932,-0.035178115,0.007963168,0.534440683,0,0,b,14.6,4.358898944,428,-42,1675.796685,OCCUR,LOW,57,-0.0025,0.006131,7.515343006,-0.024947103,163.1055293,12.77127751,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 368,1997,2015,19,16,59.85213,59.85213,10.68732,0.215096701,-0.292709568,0,0,NA,0,0,b,14.6,4,428,19,1682.066748,OCCUR,LOW,57,0,0.02508,0,2.22E-16,39.87240829,6.314460254,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 369,1997,2015,19,18,59.88758,59.88758,10.73198,0.216126725,-0.292709568,0,0,NA,0,0,b,14.6,4.242640687,428,19,1686.676307,OCCUR,LOW,57,0,0.024387,0,0,41.00545373,6.403550088,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 381,1927,1961,35,25,59.351,59.351,10.583,0.200536023,-0.278427922,-0.0394633,0.016119099,0.206728103,0,0,b,14.6,5,428,-51,1636.661193,OCCUR,LOW,57,-0.0101,0.010613,25.19854289,-0.100926937,94.22406483,9.706908098,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 382,1927,1961,35,24,59.351,59.351,10.583,0.200536023,-0.278427922,0.01247845,0.018034381,0.021298371,0,0,b,14.6,4.898979486,428,-51,1636.661193,OCCUR,LOW,57,0.0022,0.01005,17.83135903,0.022318793,99.50248756,9.975093361,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 383,1927,1961,35,21,59.351,59.351,10.583,0.200536023,-0.278427922,-0.021377267,0.018909609,0.063025113,0,0,b,14.6,4.582575695,428,-51,1636.661193,OCCUR,LOW,57,-0.0047,0.010594,21.82591374,-0.047037426,94.39305267,9.715608713,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 385,1927,1961,35,24,59.351,59.351,10.583,0.200536023,-0.278427922,-0.030604601,0.019176971,0.103756815,0,0,b,14.6,4.898979486,428,-51,1636.661193,OCCUR,LOW,57,-0.0043,0.011518,13.99708424,-0.042523132,86.82062858,9.317758775,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 386,1927,1961,35,21,59.351,59.351,10.583,0.200536023,-0.278427922,-0.019790302,0.019639333,0.050732515,0,0,b,14.6,4.582575695,428,-51,1636.661193,OCCUR,LOW,57,-0.0039,0.010944,19.58935709,-0.039133831,91.37426901,9.558988911,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 4,1988,2015,28,28,58.0717,58.0717,7.778983,0.163365079,-0.251705397,0,0,NA,0,0,b,14.6,5.291502622,428,10,1422.987318,OCCUR,LOW,57,0,0.013507,0,-3.33E-16,74.0356852,8.604399177,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 401,1928,1949,22,16,59.351,59.351,10.583,0.200536023,-0.278427922,0.040766874,0.035817327,0.084696515,0,0,b,14.6,4,428,-50,1636.661193,OCCUR,LOW,57,0.0051,0.020163,12.64667882,0.051305893,49.59579428,7.042428152,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 403,1928,1949,22,12,59.351,59.351,10.583,0.200536023,-0.278427922,-0.028455505,0.057059024,0.024266936,0,0,b,14.6,3.464101615,428,-50,1636.661193,OCCUR,LOW,57,-0.0041,0.032218,14.21338109,-0.040977814,31.03854988,5.571225169,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 441,2000,2015,16,14,59.351,59.351,10.583,0.200536023,-0.278427922,0,0,NA,0,0,b,14.6,3.741657387,428,22,1636.661193,OCCUR,LOW,57,0,0.031714,0,-7.77E-16,31.5318156,5.615319724,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 442,2000,2015,16,14,59.00235,59.00235,11.03203,0.190405757,-0.263386572,0,0,NA,0,0,b,14.6,3.741657387,428,22,1626.103113,OCCUR,LOW,57,0,0.031714,0,-7.77E-16,31.5318156,5.615319724,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 443,2000,2015,16,15,59.246,59.246,10.728,0.197485175,-0.268002217,0,0,NA,0,0,b,14.6,3.872983346,428,22,1633.681276,OCCUR,LOW,57,0,0.031422,0,0,31.8248361,5.641350557,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 444,2000,2014,15,10,59.02947,59.02947,11.05747,0.191193747,-0.263386572,0,0,NA,0,0,b,14.6,3.16227766,428,22,1629.279773,OCCUR,LOW,57,0,0.038061,0,-1.11E-16,26.27361341,5.125779298,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 445,2000,2015,16,13,59.246,59.246,10.728,0.197485175,-0.268002217,0,0,NA,0,0,b,14.6,3.605551275,428,22,1633.681276,OCCUR,LOW,57,0,0.034084,0,-7.77E-16,29.33927943,5.41657451,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 446,2000,2015,16,13,59.25283,59.25283,10.70407,0.197683626,-0.272787249,0,0,NA,0,0,b,14.6,3.605551275,428,22,1633.307015,OCCUR,LOW,57,0,0.032314,0,-1.11E-16,30.94633905,5.56294338,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 447,2000,2015,16,15,59.26413,59.26413,10.73063,0.198011955,-0.272787249,0,0,NA,0,0,b,14.6,3.872983346,428,22,1635.257862,OCCUR,LOW,57,0,0.031422,0,0,31.8248361,5.641350557,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 448,2000,2015,16,14,59.26512,59.26512,10.7349,0.19804072,-0.272787249,0,0,NA,0,0,b,14.6,3.741657387,428,22,1635.504233,OCCUR,LOW,57,0,0.032015,0,2.22E-16,31.23535843,5.588860208,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 449,2000,2015,16,15,59.26565,59.26565,10.73655,0.19805612,-0.272787249,0,0,NA,0,0,b,14.6,3.872983346,428,22,1635.61143,OCCUR,LOW,57,0,0.031422,0,0,31.8248361,5.641350557,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 450,2000,2015,16,13,59.282,59.282,10.73272,0.19853118,-0.272787249,0,0,NA,0,0,b,14.6,3.605551275,428,22,1636.793196,OCCUR,LOW,57,0,0.031767,0,-3.33E-16,31.47920798,5.610633474,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 5,1988,2015,28,28,58.06379,58.06379,7.778173,0.163135248,-0.251705397,0,0,NA,0,0,b,14.6,5.291502622,428,10,1422.272998,OCCUR,LOW,57,0,0.013507,0,-3.33E-16,74.0356852,8.604399177,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 54,2008,2014,7,5,58.725,58.725,9.166,0.182347161,-0.251696208,0,0,NA,0,0,b,14.6,2.236067977,428,30,1530.668495,OCCUR,LOW,57,0,0.125392,0,6.66E-16,7.97499043,2.824002555,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 56,1929,2015,87,66,58.2828,58.2828,8.50932,0.169498735,-0.249580684,-0.004360416,0.005084769,0.011359825,0,0,b,14.6,8.124038405,428,-49,1468.436471,OCCUR,LOW,57,-0.0003,0.002919,7.107147457,-0.003095199,342.5830764,18.50899988,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 57,1930,2015,86,67,58.28039,58.28039,8.505237,0.169428711,-0.249580684,0.005113234,0.004753421,0.0174905,0,0,b,14.6,8.185352772,428,-48,1468.077304,OCCUR,LOW,57,0.0005,0.002772,9.187747332,0.004703211,360.7503608,18.99342941,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 58,1995,2015,21,19,58.31007,58.31007,8.57206,0.170291083,-0.249580684,0,0,NA,0,0,b,14.6,4.358898944,428,17,1473.126438,OCCUR,LOW,57,0,0.022786,0,0,43.88659703,6.624695996,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 59,1995,2015,21,19,58.32755,58.32755,8.584273,0.170798977,-0.249040181,0,0,NA,0,0,b,14.6,4.358898944,428,17,1475.0712,OCCUR,LOW,57,0,0.021969,0,6.66E-16,45.51868542,6.746753695,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 60,1995,2015,21,20,58.33882,58.33882,8.641825,0.171126435,-0.250181398,0,0,NA,0,0,b,14.6,4.472135955,428,17,1478.207627,OCCUR,LOW,57,0,0.02117,0,0,47.23665564,6.872892815,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 62,1992,2014,23,11,58.41477,58.41477,8.739783,0.173333214,-0.249685871,0,0,NA,0,0,b,14.6,3.31662479,428,14,1488.349633,OCCUR,LOW,57,0,0.026458,0,2.22E-16,37.79575176,6.147824962,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 65,1934,2014,81,35,58.42363,58.42363,8.753417,0.173590648,-0.24984885,0.019741322,0.006323146,0.228022099,0,0,b,14.6,5.916079783,428,-44,1489.615792,OCCUR,LOW,57,0.0025,0.004252,12.42625304,0.024854494,235.1834431,15.3356918,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 66,1928,2015,88,72,58.42745,58.42745,8.752456,0.17370164,-0.24984885,0.004956323,0.004605874,0.016273153,0,0,b,14.6,8.485281374,428,-50,1489.902549,OCCUR,LOW,57,0.0005,0.00269,9.68830669,0.004807298,371.7472119,19.28074718,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 67,1933,1984,52,22,58.42666,58.42666,8.753516,0.173678686,-0.24984885,0.006811995,0.013559962,0.012461086,0,0,b,14.6,4.69041576,428,-45,1489.875866,OCCUR,LOW,57,0.0009,0.007749,12.69535983,0.008649541,129.0489095,11.35996961,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 68,1928,1961,34,25,58.43775,58.43775,8.782817,0.174000914,-0.24984885,-0.012715438,0.021605865,0.014835434,0,0,b,14.6,5,428,-50,1491.924102,OCCUR,LOW,57,-0.0032,0.012705,25.25381361,-0.032033661,78.70916962,8.871818845,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 80,1962,1964,3,3,58.61431,58.61431,9.023106,0.179130987,-0.251110427,0,0,NA,0,0,b,14.6,1.732050808,428,-16,1515.934214,OCCUR,LOW,57,0,0.408248,0,1.55E-15,2.449491486,1.565085137,Count,Low commercial value
Gobiidae,Pomatoschistus minutus,Pomatoschistus minutus 428 81,1964,2015,52,52,58.61431,58.61431,9.023106,0.179130987,-0.251110427,0.000923474,0.009330899,0.000195861,0,0,b,14.6,7.211102551,428,-14,1515.934214,OCCUR,LOW,57,0,0.005352,4.652324226,0.00042963,186.8460389,13.6691638,Count,Low commercial value
